sector,organization,job_title,job_description,city,vacancies,posting_date_hijri,posting_day_hijri,posting_month_hijri,posting_year_hijri,source_dataset
القطاع شبه الحكومي,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,مهندس ميكانيكي,إعداد التصاميم والمخططات لمشاريع وأعمال الهندسة الميكانيكية، وإعداد برامج تجميع وتركيب وتشغيل التجهيزات الميكانيكية في المشاريع الصناعية وإعداد برامج تشغيل المعدات الصناعية وبرامج الصيانة الوقائية، وإعداد الوثائق والتقارير المتخصصة بنتائج الأعمال,حفر الباطن,1,04/05/1447,4,5,1447,jadarat_recent
القطاع شبه الحكومي,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,فني صيانة ميكانيكية,تركيب وصيانة وإصلاح أنظمة التبريد والتكييف، والمحركات، والمعدات الميكانيكية المختلفة، بالإضافة إلى تشخيص الأعطال,حفر الباطن,2,04/05/1447,4,5,1447,jadarat_recent
القطاع شبه الحكومي,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,طاهي,استلام المواد الأولية وتجهيز وتتبيل وطهي اللحوم والدجاج والاسماك والخضرأوات وغيرها من الأطعمة في الفنادق والمطاعم والنوادي وتجهيزها للتقديم ومتابعة إجراءات تنظيف المطبخ والأدوات,حفر الباطن,4,04/05/1447,4,5,1447,jadarat_recent
القطاع شبه الحكومي,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,مشرف صيانة,المساعدة في الإدارة اليومية لعمليات الصيانة والإصلاح في محطة معالجة مياه الصرف الصحي. تشمل مسؤولياته تنسيق المهام، والإشراف على فرق العمل الفنية، والتأكد من الالتزام بمعايير السلامة والجودة.,حفر الباطن,2,04/05/1447,4,5,1447,jadarat_recent
القطاع شبه الحكومي,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,فني صيانة انشاءات,تفقد الإنشاءات المطلوب صيانتها، وتحديد إجراءات ومتطلبات الصيانة، وتقدير كمية المواد والعمال والتجهيزات اللازمة، ومتابعة تنفيذ عمليات الصيانة.,حفر الباطن,6,04/05/1447,4,5,1447,jadarat_recent
القطاع شبه الحكومي,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,مهندس إلكترونيات,إعداد خطط تركيب وبرامج تشغيل الأجهزة الإلكترونية، وتشخيص أعطال الأجهزة الإلكترونية ومعالجتها، وإعداد برامج الصيانة الوقائية للأجهزة الإلكترونية، وإعداد الوثائق والتقارير المتخصصة بنتائج الأعمال,حفر الباطن,1,04/05/1447,4,5,1447,jadarat_recent
القطاع شبه الحكومي,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,مهندس زراعي,دراسة خصائص ومكونات الأراضي والتربة الزراعية، وإعداد تصاميم ومخططات شبكات الري والصرف الزراعي ومتابعة تركيبها، وتحديد الآلاتالزراعية المناسبة لأداء الأعمال الزراعية وتطوير استخداماتها. وإعداد الوثائق والتقارير المتخصصة بنتائج الأعمال,حفر الباطن,1,04/05/1447,4,5,1447,jadarat_recent
القطاع شبه الحكومي,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,مشغل محطة تحلية مياه,إعداد مواصفات أجهزة معالجة وتنقية مياه الشرب ومتابعة إجراءات تركيبها وتشغيلها وضبطها وإعداد برامج الصيانة الوقائية، وإعداد الوثائق والتقارير المتخصصة بنتائج الأعمال,حفر الباطن,1,04/05/1447,4,5,1447,jadarat_recent
القطاع شبه الحكومي,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,فني ميكانيكي تمديدات صحية وتدفئة وغاز,إعداد قوائم بنود القطع والمواد والمعدات اللازمة لتنفيذ أعمال التمديدات الصحية والتدفئة المركزية وشبكات الغاز ومتابعة تنفيذ أعمال التمديد بالإضافة إلى تشخيص أعطال المعدات الميكانيكية ومتابعة إصلاحها.,حفر الباطن,1,04/05/1447,4,5,1447,jadarat_recent
القطاع شبه الحكومي,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,فني صيانة مباني,دراسة تفاصيل خطة الصيانة الدورية للأبنية المختلفة و إعداد قائمة بالمواد اللازمة لتنفيذ أعمال الصيانة الدورية و الطارئة، و متابعة تنفيذها، بالإضافة إلى كيل الأعمال المنجزة، و حساب كمياتها و تدقيقها و إعداد المطالبات المالية.,حفر الباطن,1,04/05/1447,4,5,1447,jadarat_recent
القطاع شبه الحكومي,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,فني ميكانيكي تمديدات صحية وتدفئة وغاز,إعداد قوائم بنود القطع والمواد والمعدات اللازمة لتنفيذ أعمال التمديدات الصحية والتدفئة المركزية وشبكات الغاز ومتابعة تنفيذ أعمال التمديد بالإضافة إلى تشخيص أعطال المعدات الميكانيكية ومتابعة إصلاحها.,حفر الباطن,7,04/05/1447,4,5,1447,jadarat_recent
القطاع شبه الحكومي,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,فني لوحات تحكم محطة مياه وصرف صحي,التحكم في أنظمة وآلات محطات المياه  والصرف الصحي ومراقبتها وصيانتها.,حفر الباطن,3,04/05/1447,4,5,1447,jadarat_recent
القطاع شبه الحكومي,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,فني مساحة,تنفيذ أعمال المساحة الاستطلاعية، وتنفيذ أعمال التسوية المساحية، وإجراء أعمال المسح اللازمة لمشاريع الأبنية والطرق وغيرها، ورسم الخرائط والمخططات المساحية.,حفر الباطن,1,04/05/1447,4,5,1447,jadarat_recent
القطاع شبه الحكومي,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,فني حساب كميات,حساب كميات المواد اللازمة لتنفيذ الأعمال و إعداد جداول كميات الأعمال المنجزة و تفريغها على النماذج الخاصة بالإضافة إلى إعداد المطالبات المالية للمشروع.,حفر الباطن,7,04/05/1447,4,5,1447,jadarat_recent
القطاع شبه الحكومي,إدارة مدينة الملك خالد العسكرية للتشغيل والصيانة,أخصائي جودة مياه,جمع عينات من المياه واختبارها وتحليل جودتها، والتحقق من مياه الشرب والمياه الجوفية والمياه السطحية، وضمان الالتزام بالمعايير المقررة، والتوصية بالإجراءات التصحيحية.,حفر الباطن,1,04/05/1447,4,5,1447,jadarat_recent
